Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction
55,1258,5,5,5,5,3,4,4,5,5,5,5,5,5,5,4,6,1,4,1,4,1,4,4,satisfied
41,762,1,5,5,5,2,3,3,1,1,1,1,4,1,2,33,45,4,1,1,4,1,4,4,neutral or dissatisfied
27,2384,2,5,2,5,2,2,2,2,2,1,3,2,2,2,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
41,2475,1,1,1,1,4,4,4,5,5,4,5,4,3,4,4,12,4,1,1,4,1,4,4,satisfied
34,642,3,2,3,2,3,3,3,3,1,4,3,3,3,3,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
56,1497,4,5,4,3,2,5,3,3,3,4,3,3,3,1,3,4,1,4,4,1,4,4,1,satisfied
34,868,3,3,3,2,1,3,1,1,3,2,3,2,2,1,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
16,395,4,4,4,1,5,4,5,5,3,2,4,3,5,5,81,94,4,1,4,1,1,4,4,neutral or dissatisfied
49,764,1,2,1,1,2,4,5,4,4,4,4,4,4,4,4,4,1,4,1,4,1,4,4,satisfied
59,451,4,4,4,1,4,4,4,4,4,5,4,3,4,4,6,4,1,4,1,4,1,4,4,satisfied
59,258,5,5,5,5,4,5,4,5,5,5,5,3,5,3,4,4,4,1,1,4,1,4,4,satisfied
16,229,3,1,3,3,2,3,2,2,2,5,4,3,4,2,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
39,919,2,2,2,2,4,4,5,3,3,3,3,4,3,4,4,36,1,4,1,4,1,4,4,satisfied
48,528,3,5,3,1,4,4,5,3,3,3,3,4,3,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
44,425,2,5,2,3,2,2,2,2,3,5,3,1,2,2,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
38,475,4,5,4,4,1,4,1,1,4,3,2,5,1,1,4,4,4,1,1,4,4,1,4,satisfied
37,641,1,4,1,4,4,1,2,4,4,2,5,4,5,4,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
27,3514,1,1,1,1,4,4,4,4,5,4,5,4,4,4,7,4,1,4,1,4,1,4,4,satisfied
34,547,3,2,4,3,3,4,2,3,2,5,2,1,2,3,4,6,4,1,1,4,4,1,4,neutral or dissatisfied
43,1532,3,5,3,2,5,3,5,5,3,2,5,5,4,5,5,4,4,1,4,1,4,1,4,neutral or dissatisfied
57,1248,2,2,2,4,5,2,3,5,1,5,3,3,3,5,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
25,86,1,1,1,4,1,5,5,3,2,3,3,5,4,5,459,445,4,1,1,4,4,1,4,neutral or dissatisfied
51,544,4,4,4,4,4,4,4,4,3,3,5,3,1,4,53,31,4,1,4,1,4,1,4,neutral or dissatisfied
54,524,1,4,1,4,1,1,1,1,2,3,4,2,3,1,4,8,1,4,1,4,4,1,4,neutral or dissatisfied
44,1585,4,4,4,1,2,4,5,4,4,4,4,3,4,4,35,31,1,4,1,4,1,4,4,satisfied
63,1533,3,3,3,3,4,4,3,3,3,3,3,3,3,1,24,16,4,1,1,4,1,4,4,neutral or dissatisfied
59,2176,3,3,4,3,5,5,5,3,3,3,3,5,3,5,4,4,1,4,1,4,1,4,4,satisfied
56,1473,3,4,3,1,3,4,5,2,2,3,2,4,2,5,1,11,1,4,4,1,4,4,1,neutral or dissatisfied
39,1394,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,4,4,1,1,4,4,4,1,neutral or dissatisfied
51,141,3,3,3,5,4,2,2,2,2,3,1,4,2,1,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
18,228,4,4,4,4,1,4,1,1,1,1,3,3,3,1,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
53,2565,1,1,1,3,3,1,1,3,2,3,3,3,3,3,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
45,3675,4,1,1,1,1,3,3,4,4,4,4,1,4,2,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
45,689,2,2,2,5,5,2,5,5,4,5,5,5,5,5,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
16,266,1,4,1,2,2,1,2,2,4,3,5,4,4,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
34,1484,2,4,2,1,4,5,5,5,5,2,5,3,5,4,2,4,1,4,4,1,1,4,4,neutral or dissatisfied
46,1919,4,4,3,4,3,4,4,5,5,5,5,3,5,4,2,6,1,4,1,4,1,4,4,satisfied
51,948,3,4,3,3,1,3,4,4,4,3,4,4,4,4,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
22,3947,5,5,2,5,3,3,3,3,5,2,4,3,4,3,1,4,1,4,1,4,1,4,4,satisfied
31,1814,3,3,3,3,4,3,5,4,4,1,4,2,4,4,94,76,1,4,1,4,4,4,1,neutral or dissatisfied
12,296,2,5,2,4,4,2,4,4,3,4,5,4,5,4,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
38,296,3,3,3,4,3,4,4,2,4,4,3,4,2,4,244,224,4,1,4,1,1,4,4,neutral or dissatisfied
45,944,1,3,1,5,5,2,1,3,3,1,5,3,3,2,4,4,1,4,4,1,4,4,1,neutral or dissatisfied
42,343,3,5,3,3,4,2,5,5,5,5,5,5,5,5,4,4,4,1,1,4,1,4,4,satisfied
21,541,4,1,4,2,1,4,1,1,4,4,5,3,5,1,4,4,4,1,1,4,1,4,4,satisfied
27,1434,2,2,2,1,2,2,2,3,1,4,2,2,3,2,164,134,4,1,1,4,4,1,4,neutral or dissatisfied
43,231,1,3,3,3,1,1,1,1,2,1,3,3,4,1,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
38,235,4,4,4,5,3,4,4,3,3,4,4,5,5,3,48,44,4,1,1,4,1,4,4,satisfied
49,261,3,5,3,4,2,3,2,2,4,1,3,4,2,2,2,4,4,1,4,1,4,1,4,neutral or dissatisfied
55,2484,4,5,4,2,2,4,4,2,2,2,2,3,2,4,4,4,4,1,1,4,1,4,4,satisfied
35,3526,2,2,2,2,2,2,2,1,3,2,2,2,4,2,178,194,4,1,1,4,1,4,4,neutral or dissatisfied
52,163,2,5,5,5,1,4,4,2,2,2,2,3,2,2,4,4,1,4,1,4,4,1,4,satisfied
42,226,3,1,1,1,3,3,3,3,2,2,2,4,3,3,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
46,1185,2,5,2,2,3,5,1,4,4,2,4,1,4,4,4,3,1,4,4,1,4,1,4,neutral or dissatisfied
54,119,2,4,2,4,3,3,4,4,4,2,4,3,4,4,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
57,241,4,5,4,3,2,1,4,5,5,3,3,4,5,5,15,1,4,1,1,4,1,4,4,satisfied
26,227,2,5,2,3,3,2,3,3,1,1,1,4,3,3,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
33,1423,2,2,2,3,4,2,5,4,1,2,2,2,4,4,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
35,2585,2,2,2,2,4,4,4,4,2,4,5,4,5,4,32,55,1,4,1,4,1,4,4,satisfied
54,2329,4,4,4,4,5,4,5,3,3,4,3,3,3,3,4,5,4,1,1,4,1,4,4,satisfied
41,684,2,5,2,5,4,2,4,4,5,1,1,1,4,4,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
54,627,1,3,1,4,4,4,4,2,2,1,2,3,2,4,4,4,4,1,4,1,1,4,4,neutral or dissatisfied
44,3244,3,3,3,3,2,5,4,4,4,4,4,4,4,4,4,4,1,4,1,4,1,4,4,satisfied
21,529,5,5,5,1,4,5,3,4,5,5,4,4,4,4,4,4,1,4,4,1,4,1,4,satisfied
64,1389,4,2,4,2,3,1,2,3,3,4,3,1,3,3,4,4,1,4,4,1,4,1,4,satisfied
37,227,4,3,3,3,4,3,4,4,2,3,1,4,1,4,4,4,4,1,1,4,4,1,4,satisfied
42,3784,4,4,4,4,4,4,4,4,2,4,5,4,3,4,4,4,4,1,1,4,1,4,4,satisfied
31,757,2,2,2,2,2,2,2,2,4,2,5,4,4,2,3,4,4,1,1,4,1,4,4,satisfied
35,144,5,3,3,3,5,4,5,5,1,5,4,3,5,5,4,4,4,1,1,4,4,4,1,satisfied
53,237,5,2,5,2,4,5,2,5,5,5,5,4,5,1,4,4,1,4,1,4,4,4,1,satisfied
38,542,2,4,2,4,2,2,2,2,5,5,4,5,4,2,2,1,4,1,4,1,4,1,4,neutral or dissatisfied
39,2336,5,5,5,5,3,4,4,5,5,5,5,5,5,4,4,4,1,4,1,4,1,4,4,satisfied
19,337,2,4,2,2,2,2,2,2,4,4,1,2,5,2,5,4,4,1,4,1,4,4,1,neutral or dissatisfied
13,657,3,4,3,4,3,3,3,3,2,1,4,1,4,3,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
24,369,5,3,5,4,1,5,1,1,5,2,4,4,4,1,4,4,4,1,1,4,1,4,4,satisfied
11,1542,4,5,4,1,2,4,2,2,4,5,3,4,4,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
41,936,3,3,3,3,5,5,5,4,4,4,4,4,4,4,4,4,4,1,1,4,1,4,4,satisfied
39,997,4,4,4,2,2,4,2,2,2,3,5,1,4,2,21,16,1,4,4,1,4,1,4,satisfied
49,164,4,1,1,1,4,4,2,3,3,4,3,2,3,2,4,4,1,4,1,4,4,1,4,satisfied
46,522,4,5,2,4,1,2,1,1,3,4,5,5,5,1,14,6,4,1,4,1,4,1,4,neutral or dissatisfied
42,814,3,3,3,1,5,3,1,5,5,5,5,4,4,5,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
44,3946,5,5,5,5,2,4,4,5,5,5,5,5,5,4,7,1,4,1,1,4,1,4,4,satisfied
16,867,4,4,4,1,2,4,1,2,4,5,5,5,5,2,17,4,1,4,4,1,4,1,4,satisfied
33,2246,2,2,2,2,4,4,3,5,5,4,5,5,5,1,4,4,1,4,1,4,1,4,4,satisfied
49,2486,4,4,4,4,4,5,4,4,4,4,4,4,4,3,46,14,1,4,1,4,1,4,4,satisfied
62,446,2,5,5,5,2,3,4,2,2,2,2,1,2,1,2,7,1,4,1,4,1,4,4,neutral or dissatisfied
42,731,4,3,3,2,2,4,2,2,5,4,5,5,4,2,4,5,4,1,1,4,1,4,4,satisfied
22,348,3,2,3,3,3,3,1,3,2,5,3,3,4,3,14,12,1,4,1,4,4,1,4,neutral or dissatisfied
26,347,3,4,2,4,3,2,3,3,4,3,3,4,3,3,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
44,463,3,4,3,4,3,4,3,1,1,3,1,1,1,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
26,353,2,1,3,3,2,3,2,2,1,5,3,2,4,2,31,32,4,1,4,1,4,4,1,neutral or dissatisfied
44,677,3,4,2,2,5,2,5,5,4,2,4,3,4,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
43,551,4,4,4,3,4,4,1,4,4,4,5,4,4,5,4,4,4,1,4,1,1,4,4,neutral or dissatisfied
24,237,1,5,4,2,1,4,4,1,5,2,4,4,5,1,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
48,3936,4,4,4,4,3,5,5,5,5,5,5,4,5,3,4,4,1,4,1,4,1,4,4,satisfied
72,1747,1,3,3,3,5,1,3,1,1,1,1,3,1,2,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
58,163,1,4,4,4,2,4,2,2,3,3,4,2,4,2,2,7,4,1,4,1,4,1,4,neutral or dissatisfied
65,184,2,4,2,4,1,3,3,1,1,2,1,3,1,3,4,3,1,4,4,1,4,1,4,neutral or dissatisfied
14,2631,5,5,5,5,5,5,5,5,1,3,3,2,1,5,7,4,1,4,1,4,1,4,4,satisfied
37,148,5,5,5,3,2,5,2,2,5,3,5,3,4,2,4,4,1,4,1,4,1,4,4,satisfied
23,2442,4,5,1,4,1,1,1,1,5,5,4,3,5,1,4,4,1,4,4,1,4,1,4,satisfied
25,541,1,1,1,3,2,1,2,2,2,4,3,4,3,2,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
25,338,1,4,1,3,3,1,3,3,3,2,5,4,5,3,4,6,1,4,1,4,1,4,4,neutral or dissatisfied
41,2695,3,3,3,3,3,4,4,5,5,5,5,5,5,5,15,12,4,1,1,4,1,4,4,satisfied
65,421,3,2,3,4,2,4,4,5,5,3,5,2,5,3,88,88,1,4,4,1,4,1,4,neutral or dissatisfied
47,329,2,2,2,2,2,5,1,2,2,2,2,5,2,1,4,4,1,4,1,4,4,1,4,satisfied
52,733,5,5,5,5,4,4,4,5,5,5,5,4,5,5,24,75,1,4,1,4,1,4,4,satisfied
18,872,3,3,3,3,3,5,5,1,2,3,3,5,2,5,168,165,4,1,1,4,4,1,4,neutral or dissatisfied
32,955,1,5,1,3,2,1,4,2,5,3,4,4,5,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
36,2873,4,4,3,4,4,1,5,5,5,5,5,2,5,2,4,4,1,4,1,4,1,4,4,satisfied
49,442,2,1,1,1,2,2,2,3,5,3,3,2,1,2,185,196,4,1,1,4,4,4,1,neutral or dissatisfied
16,723,2,5,2,4,2,2,2,2,3,4,5,2,4,2,41,38,1,4,4,1,4,1,4,neutral or dissatisfied
58,2124,2,2,2,2,2,4,4,4,4,4,5,5,4,5,4,4,1,4,1,4,1,4,4,satisfied
44,714,2,2,4,2,4,4,4,4,4,4,4,3,4,3,1,19,1,4,1,4,1,4,4,satisfied
37,772,2,3,3,3,4,3,3,2,2,1,2,4,2,2,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
51,532,5,5,5,5,5,5,5,5,1,2,3,4,1,5,4,4,4,1,1,4,4,1,4,satisfied
27,349,1,5,4,3,4,4,4,4,3,3,5,3,5,4,26,16,1,4,4,1,4,1,4,neutral or dissatisfied
23,1197,4,5,5,1,4,5,4,4,3,5,4,3,5,4,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
15,666,5,5,5,3,5,5,5,5,4,5,3,2,5,5,4,4,1,4,1,4,4,1,4,satisfied
27,432,1,2,1,4,2,1,5,2,3,5,3,1,3,2,86,74,1,4,1,4,4,1,4,neutral or dissatisfied
17,714,3,4,2,3,3,2,3,3,4,2,5,5,5,3,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
13,413,2,4,2,4,2,2,2,2,4,1,3,1,4,2,4,1,1,4,4,1,4,1,4,neutral or dissatisfied
61,416,3,4,1,2,2,1,2,2,2,5,1,4,1,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
54,149,4,1,1,1,4,4,4,4,2,4,1,5,4,4,4,4,4,1,1,4,4,1,4,satisfied
47,925,3,4,4,1,3,5,4,5,5,4,3,3,5,3,2,1,1,4,4,1,4,1,4,neutral or dissatisfied
49,94,4,4,2,4,3,4,4,4,4,4,4,4,4,3,4,4,1,4,1,4,1,4,4,satisfied
28,237,2,5,2,4,1,2,1,1,3,2,4,5,4,1,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
37,1424,1,1,1,3,1,1,1,1,4,4,3,1,4,1,21,21,1,4,1,4,4,1,4,neutral or dissatisfied
29,337,1,5,1,2,3,1,3,3,3,1,5,3,1,3,4,28,4,1,4,1,4,1,4,neutral or dissatisfied
26,516,1,5,5,5,1,2,1,1,4,5,3,4,4,1,13,23,1,4,1,4,1,4,4,neutral or dissatisfied
44,312,5,5,5,5,5,4,5,5,5,5,5,4,5,4,4,4,4,1,1,4,1,4,4,satisfied
58,73,1,5,1,3,3,1,3,3,2,3,5,4,3,3,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
21,991,2,2,2,4,1,2,2,1,2,5,3,2,3,1,1,4,1,4,1,4,4,1,4,neutral or dissatisfied
43,1598,4,3,4,4,4,4,4,4,4,4,4,5,4,3,4,4,1,4,1,4,1,4,4,satisfied
29,3391,1,4,1,1,3,2,3,3,4,5,4,3,5,3,4,4,4,1,1,4,1,4,4,satisfied
26,216,1,4,1,4,4,1,4,4,2,4,3,2,3,4,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
7,425,2,2,2,4,5,2,1,5,3,4,3,2,4,5,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
34,272,3,4,3,4,3,3,4,3,3,5,3,4,4,3,4,14,1,4,1,4,4,1,4,neutral or dissatisfied
53,2329,1,1,1,1,5,5,5,5,5,4,5,4,5,4,24,39,4,1,1,4,1,4,4,satisfied
43,967,3,5,3,3,2,3,2,2,3,3,5,5,5,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
9,224,3,3,3,4,3,3,3,3,2,5,4,3,4,3,1,22,4,1,4,1,4,1,4,neutral or dissatisfied
49,1496,3,3,3,3,2,4,4,4,4,4,4,5,4,4,44,43,1,4,1,4,1,4,4,satisfied
27,1618,5,5,5,3,4,5,4,4,3,3,5,4,4,4,4,4,1,4,1,4,1,4,4,satisfied
24,546,5,5,4,5,5,5,5,5,5,2,5,5,5,5,4,4,1,4,1,4,1,4,4,satisfied
14,1449,2,2,4,2,2,2,1,2,3,4,3,4,4,2,4,4,4,1,1,4,4,4,1,neutral or dissatisfied
52,446,4,3,3,3,4,4,4,4,4,4,3,5,3,4,4,4,4,1,1,4,4,1,4,satisfied
27,274,4,4,4,3,5,4,5,5,1,2,3,2,3,5,4,4,1,4,4,1,4,1,4,satisfied
79,272,3,4,4,4,4,3,2,3,3,3,3,2,3,2,4,4,1,4,1,4,4,4,1,neutral or dissatisfied
39,1679,3,3,3,3,4,5,4,4,4,4,4,4,4,5,42,34,4,1,1,4,1,4,4,satisfied
49,145,4,1,5,1,4,4,4,4,4,5,1,3,5,4,4,4,4,1,1,4,4,1,4,satisfied
34,1983,3,3,5,3,3,3,3,3,3,4,5,5,5,3,28,24,1,4,1,4,1,4,4,satisfied
41,774,1,2,2,2,3,3,4,1,1,1,1,2,1,1,15,15,1,4,1,4,4,4,1,neutral or dissatisfied
38,1691,2,2,2,2,3,1,3,5,5,5,5,3,5,5,4,4,4,1,1,4,1,4,4,satisfied
43,641,2,5,5,5,3,3,3,2,2,2,2,1,2,3,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
53,1832,5,5,5,5,4,4,5,4,4,4,4,5,4,3,4,51,1,4,1,4,1,4,4,satisfied
49,784,2,5,2,4,4,5,4,2,2,2,2,4,2,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
22,3435,3,3,3,3,4,4,4,4,5,3,4,4,1,4,33,22,4,1,1,4,1,4,4,satisfied
42,551,3,3,3,3,4,4,4,4,4,4,4,5,4,4,65,55,1,4,1,4,1,4,4,satisfied
55,1878,5,5,5,5,2,4,5,4,4,5,4,4,4,4,4,4,4,1,1,4,1,4,4,satisfied
23,1999,2,3,1,1,2,1,2,2,2,1,5,3,1,2,14,24,1,4,4,1,4,1,4,neutral or dissatisfied
38,926,3,2,2,2,3,3,3,2,5,4,4,3,4,3,157,146,4,1,1,4,4,1,4,neutral or dissatisfied
11,1598,2,3,2,3,2,2,2,2,3,2,3,3,4,2,3,4,1,4,4,1,4,1,4,neutral or dissatisfied
59,948,3,2,3,3,4,3,4,4,4,4,1,1,3,4,25,15,4,1,4,1,4,1,4,neutral or dissatisfied
28,284,3,5,5,5,3,3,3,3,3,5,4,3,4,3,35,36,1,4,1,4,1,4,4,neutral or dissatisfied
69,2814,4,4,4,4,5,5,4,4,4,5,4,5,4,3,4,9,4,1,1,4,1,4,4,satisfied
21,1436,3,1,4,3,5,4,5,5,1,4,2,3,3,5,69,49,1,4,4,1,4,1,4,neutral or dissatisfied
31,371,3,4,1,4,2,1,2,2,2,5,4,4,3,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
24,852,1,1,1,2,2,1,2,2,3,5,2,4,3,2,29,24,1,4,1,4,4,1,4,neutral or dissatisfied
57,4963,1,1,1,1,4,4,4,3,4,5,5,4,3,4,12,4,1,4,1,4,1,4,4,satisfied
8,948,1,3,1,2,5,1,2,5,5,5,3,2,1,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
34,449,2,5,2,1,2,2,2,2,5,3,5,4,5,2,4,4,1,4,4,1,4,4,1,neutral or dissatisfied
54,1454,3,1,1,1,4,3,2,3,3,3,3,4,3,4,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
64,954,2,2,1,2,5,5,5,5,5,5,5,5,5,5,4,17,4,1,1,4,1,4,4,satisfied
48,1411,1,3,3,3,1,1,1,1,4,2,2,1,2,1,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
44,249,2,3,4,2,4,4,4,4,2,2,2,2,3,4,4,4,4,1,4,1,4,4,1,neutral or dissatisfied
44,581,5,5,5,5,2,2,2,3,2,5,4,2,4,2,211,213,1,4,1,4,1,4,4,satisfied
26,1492,3,3,3,3,5,3,5,5,3,3,5,4,4,5,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
37,547,2,3,2,1,1,2,5,1,1,2,4,3,2,1,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
21,296,1,2,1,4,1,1,1,1,3,5,4,2,4,1,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
44,1444,4,4,4,4,5,4,4,4,4,4,4,3,4,3,4,4,1,4,1,4,1,4,4,satisfied
25,2843,1,3,3,3,1,1,1,1,4,5,3,2,4,1,14,14,4,1,1,4,1,4,4,neutral or dissatisfied
11,773,5,4,5,3,2,5,2,2,4,2,1,1,2,2,4,4,1,4,4,1,4,1,4,satisfied
56,549,4,1,4,3,3,4,3,3,4,1,3,3,2,3,2,4,4,1,4,1,4,1,4,neutral or dissatisfied
21,745,3,3,3,3,5,5,5,5,5,3,5,5,4,5,4,4,1,4,1,4,1,4,4,satisfied
47,834,2,2,2,2,2,1,4,4,4,4,4,3,4,3,7,12,4,1,1,4,1,4,4,satisfied
28,334,2,4,1,3,4,1,4,4,4,2,4,1,3,4,2,6,1,4,1,4,4,1,4,neutral or dissatisfied
51,2293,5,5,5,5,2,4,5,4,4,4,4,4,4,4,4,4,1,4,1,4,1,4,4,satisfied
35,1947,4,5,4,3,1,4,1,1,5,2,4,4,5,1,2,4,4,1,4,1,4,1,4,satisfied
45,644,2,2,1,2,4,1,4,4,2,4,3,1,3,4,4,23,4,1,4,1,4,1,4,neutral or dissatisfied
34,342,4,4,4,3,2,4,1,2,2,2,4,3,4,2,6,4,4,1,1,4,4,1,4,neutral or dissatisfied
25,338,4,4,4,4,5,5,5,5,5,4,5,5,4,5,4,4,4,1,1,4,1,4,4,satisfied
58,1466,3,4,3,3,3,4,4,3,3,3,2,3,3,4,33,36,1,4,4,1,4,1,4,neutral or dissatisfied
39,1114,2,2,2,2,2,2,2,2,2,2,4,2,4,2,4,4,1,4,1,4,4,4,1,neutral or dissatisfied
46,2574,5,5,5,5,2,5,3,5,5,5,5,5,5,4,4,4,1,4,1,4,1,4,4,satisfied
44,1428,3,3,2,3,4,4,5,4,4,4,4,5,4,2,88,69,4,1,1,4,1,4,4,satisfied
69,844,3,4,3,3,3,4,5,3,3,3,3,3,3,4,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
54,2256,4,1,1,1,4,2,2,4,4,4,4,1,4,3,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
29,134,2,3,4,3,5,4,5,5,3,5,3,2,4,5,4,4,4,1,4,1,4,4,1,neutral or dissatisfied
21,237,2,3,2,3,2,2,2,2,3,3,4,3,4,2,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
24,2124,4,2,3,3,4,4,4,4,3,2,3,3,3,4,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
69,146,1,4,1,3,2,1,2,2,5,3,5,4,5,2,27,25,4,1,4,1,4,1,4,neutral or dissatisfied
64,934,1,5,1,2,5,4,5,3,3,1,3,4,3,4,3,4,1,4,4,1,4,1,4,neutral or dissatisfied
17,237,3,4,4,4,2,4,2,2,4,5,5,4,5,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
54,1242,1,3,3,3,2,1,2,2,3,5,3,2,4,2,111,97,4,1,1,4,4,1,4,neutral or dissatisfied
34,864,3,3,3,1,3,3,3,3,1,5,2,1,5,3,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
53,238,4,4,4,4,3,5,4,1,1,1,1,1,1,1,4,4,1,4,1,4,1,4,4,satisfied
48,628,2,2,2,3,4,2,4,4,4,4,4,3,4,4,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
52,2312,1,1,1,1,2,5,4,4,4,4,4,4,4,4,4,4,1,4,1,4,1,4,4,satisfied
59,857,3,4,3,3,5,3,5,5,3,4,4,5,5,5,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
53,1434,2,4,4,4,2,2,2,2,2,4,4,3,4,2,23,31,4,1,1,4,4,1,4,neutral or dissatisfied
59,164,4,4,3,5,4,3,4,4,5,2,1,2,5,4,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
37,1119,2,2,1,2,5,5,5,4,4,4,4,5,4,5,4,4,4,1,1,4,1,4,4,satisfied
51,1839,4,4,5,4,2,4,5,5,5,5,5,4,5,5,4,4,4,1,1,4,1,4,4,satisfied
51,444,5,5,5,5,2,5,5,4,4,5,4,3,4,3,4,4,4,1,1,4,1,4,4,satisfied
65,344,3,3,3,3,2,5,5,4,4,4,4,5,4,3,4,4,4,1,1,4,1,4,4,satisfied
38,495,1,1,1,1,3,4,4,5,5,5,5,5,5,3,11,14,4,1,1,4,1,4,4,satisfied
58,925,5,5,5,5,5,5,4,3,3,3,3,5,3,4,24,29,1,4,1,4,1,4,4,satisfied
39,127,2,3,3,3,3,4,3,1,1,1,2,3,1,2,19,7,1,4,1,4,1,4,4,neutral or dissatisfied
57,3481,2,2,4,2,4,5,5,4,4,4,4,4,4,3,4,4,1,4,1,4,1,4,4,satisfied
28,149,2,5,2,4,3,2,5,3,5,1,3,3,4,3,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
51,2935,3,1,3,3,1,3,3,3,3,3,3,1,3,4,19,27,4,1,1,4,1,4,4,neutral or dissatisfied
34,1444,3,3,3,3,4,4,4,5,5,4,4,4,5,4,147,157,4,1,1,4,1,4,4,satisfied
19,813,3,4,4,3,4,4,4,4,4,3,3,1,4,4,7,1,1,4,4,1,4,1,4,neutral or dissatisfied
24,481,3,5,3,2,3,3,3,3,5,2,5,5,2,3,1,4,1,4,1,4,4,1,4,neutral or dissatisfied
18,733,4,4,4,3,4,4,4,3,2,5,5,4,3,4,4,4,1,4,1,4,1,4,4,satisfied
61,399,2,2,2,2,5,2,2,2,2,2,2,2,2,3,76,67,1,4,1,4,4,1,4,neutral or dissatisfied
41,1249,2,5,2,5,3,3,4,5,5,2,5,4,5,3,45,72,1,4,4,1,1,4,4,neutral or dissatisfied
37,229,4,1,1,1,4,4,4,4,4,4,1,3,3,4,14,14,1,4,1,4,4,1,4,satisfied
24,366,2,4,2,3,3,2,3,3,2,4,4,2,3,3,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
39,1721,4,4,4,4,4,4,4,4,4,3,3,2,1,4,4,4,1,4,1,4,4,4,1,satisfied
37,3997,1,1,4,1,3,4,5,4,4,4,4,3,4,3,4,4,4,1,1,4,1,4,4,satisfied
46,1721,2,4,4,4,5,4,4,2,2,2,2,1,2,2,12,16,4,1,1,4,1,4,4,neutral or dissatisfied
24,544,4,3,4,3,1,4,1,1,2,1,4,2,3,1,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
36,2111,4,4,4,1,2,4,3,1,1,1,1,5,1,3,4,4,4,1,1,4,1,4,4,satisfied
